TransactionID,Department,Region,TransactionDate,Revenue,Cost
7602,Finance,East,2024-09-15,321402.44,175931.29
7603,Sales,South,2023-09-01,466286.41,161675.9
7604,Sales,North,2021-07-15,54783.41,134192.76
7605,Sales,South,2024-12-25,293122.74,182279.39
7606,Finance,South,2022-12-25,52921.85,236284.58
7607,Sales,West,2022-07-07,222123.73,223787.0
7608,Sales,North,2023-05-12,333515.98,368750.47
7609,IT,North,2023-06-03,89355.2,151118.67
7610,Sales,South,2022-04-03,314293.51,139785.33
7611,Operations,North,2023-03-31,558138.52,235921.88
7612,Finance,North,2023-12-05,425365.0,38707.64
7613,HR,Central,2021-02-07,479150.23,66302.05
7614,IT,North,2022-11-07,367129.89,364934.01
7615,Finance,East,2021-12-07,542479.23,231282.49
7616,Finance,North,2021-10-29,126512.46,46743.29
7617,Operations,West,2022-09-27,294631.25,208245.42
7618,Sales,Central,2024-05-01,376353.45,190050.21
7619,Operations,West,2023-06-17,529778.81,124330.1
7620,Sales,West,2022-09-08,215945.69,178748.6
7621,Sales,East,2021-05-12,45626.03,99369.53
7622,Finance,Central,2024-04-08,585799.83,211993.73
7623,Sales,South,2023-08-03,59417.4,194484.14
7624,IT,North,2023-06-04,129563.53,280440.15
7625,IT,East,2024-07-12,279235.71,424989.02
7626,IT,East,2024-05-07,320485.25,98119.8
7627,Finance,South,2024-07-30,508128.61,198334.48
7628,Operations,East,2024-11-29,293538.96,260879.27
7629,HR,South,2024-05-12,348823.17,254300.22
7630,Sales,South,2022-04-16,155999.93,303699.15
7631,HR,South,2021-12-15,360883.08,133745.92
7632,Operations,East,2021-02-12,238352.98,292125.94
7633,Operations,South,2023-02-15,99796.42,104905.5
7634,Finance,East,2022-04-27,570286.9,72196.8
7635,IT,Central,2024-11-01,90334.78,377270.64
7636,IT,South,2021-03-19,421222.81,222655.64
7637,Operations,East,2023-11-26,549047.2,189623.8
7638,Finance,East,2024-11-07,144458.58,419118.32
7639,Finance,East,2023-03-27,176600.3,324615.19
7640,Sales,North,2024-04-12,281822.25,310519.63
7641,IT,North,2023-07-17,208453.03,101920.2
7642,Operations,South,2022-10-09,466263.39,108399.55
7643,HR,Central,2024-09-15,232675.12,226699.79
7644,IT,South,2022-10-14,592138.72,299795.23
7645,Sales,West,2023-12-15,521626.91,188757.73
7646,Finance,West,2023-02-03,541915.99,45728.04
7647,Operations,Central,2021-10-06,80333.68,313068.5
7648,IT,Central,2022-04-04,142851.19,352260.54
7649,HR,Central,2022-11-23,138999.47,425938.67
7650,Sales,North,2022-06-09,417940.38,194587.66
7651,Sales,North,2022-05-07,51610.81,129476.76
7652,IT,West,2021-03-15,492566.54,417949.06
7653,HR,Central,2023-03-30,348610.54,326939.98
7654,Sales,East,2021-06-04,359303.73,45642.08
7655,Operations,West,2022-06-03,343221.71,268571.81
7656,Sales,Central,2022-01-10,342116.97,30323.52
7657,HR,East,2024-08-22,154826.77,115858.38
7658,Finance,Central,2021-12-09,202164.75,48651.65
7659,Finance,South,2022-10-27,315627.69,106513.07
7660,IT,East,2021-02-13,421203.7,229646.61
7661,HR,South,2022-07-02,195934.34,147110.32
7662,Sales,North,2024-01-26,492404.88,56021.46
7663,Sales,West,2021-06-14,494879.21,226250.05
7664,Finance,Central,2023-01-16,197003.07,324066.96
7665,Finance,West,2024-02-01,355835.9,40950.12
7666,Operations,Central,2022-03-12,238652.18,399197.86
7667,Finance,South,2024-11-05,150830.58,300126.17
7668,Operations,East,2022-03-23,492329.98,242398.72
7669,Sales,East,2023-10-28,595272.08,189208.88
7670,Operations,Central,2024-01-23,358974.14,187900.3
7671,Operations,South,2022-03-20,552240.42,162961.39
7672,IT,Central,2022-04-24,401403.69,67995.08
7673,Finance,Central,2021-02-06,358976.65,52232.5
7674,Operations,Central,2021-04-08,311480.41,151414.68
7675,Sales,East,2023-03-25,175821.81,306171.67
7676,HR,Central,2023-11-11,91761.68,142586.36
7677,Operations,East,2024-06-09,290496.43,368898.46
7678,Finance,North,2022-04-13,356527.0,182285.56
7679,IT,South,2021-12-20,327744.56,290675.63
7680,Sales,North,2021-03-13,431041.7,204586.61
7681,IT,Central,2024-10-07,151614.82,233061.04
7682,HR,East,2023-12-12,241582.65,126069.37
7683,Operations,South,2024-05-30,275639.84,239991.44
7684,Operations,West,2023-10-21,148520.43,65802.13
7685,Finance,South,2024-09-10,548087.64,185083.6
7686,Operations,South,2023-09-17,423238.86,211666.02
7687,Sales,Central,2022-04-05,95983.6,322126.25
7688,HR,North,2024-04-05,440602.91,190895.55
7689,IT,North,2024-07-30,349022.12,305468.35
7690,HR,West,2022-05-16,335786.96,93434.17
7691,Operations,Central,2022-12-18,594331.11,28897.65
7692,IT,South,2022-01-02,388101.46,236569.31
7693,Finance,North,2023-11-26,542684.15,222712.18
7694,HR,North,2022-08-30,552019.66,307333.08
7695,IT,East,2022-06-12,101287.34,153451.55
7696,IT,South,2023-09-26,49641.05,30901.84
7697,IT,Central,2023-01-19,286573.13,330582.07
7698,Sales,North,2022-08-25,471953.16,425035.41
7699,HR,Central,2022-09-12,502428.76,188321.85
7700,IT,South,2021-09-12,482059.2,282007.2
7701,HR,South,2023-07-19,293244.82,253304.88
7702,IT,North,2022-11-08,461230.09,262512.63
7703,Finance,West,2024-05-08,443920.97,392706.52
7704,Finance,Central,2023-04-16,219169.68,336097.49
7705,Finance,Central,2022-10-31,138639.91,350547.73
7706,Operations,East,2023-11-21,389887.39,56896.2
7707,IT,South,2022-08-24,420782.95,81377.63
7708,Operations,South,2022-05-01,360223.73,304547.59
7709,HR,North,2021-09-16,163314.65,251477.76
7710,Operations,North,2021-09-10,198553.69,352488.23
7711,HR,North,2022-05-09,438209.88,58207.67
7712,HR,East,2024-06-11,579255.41,262722.44
7713,HR,West,2024-02-05,569383.76,227981.98
7714,Operations,North,2023-03-01,333410.27,387224.73
7715,IT,North,2021-12-02,537040.51,98848.36
7716,Operations,North,2021-02-22,61345.42,168644.08
7717,IT,East,2022-11-18,522939.43,83003.67
7718,IT,Central,2023-12-02,309263.71,213148.44
7719,HR,West,2024-07-07,478747.67,398767.31
7720,Operations,Central,2024-10-24,48098.51,307584.06
7721,IT,South,2021-07-29,527051.24,339537.07
7722,Finance,South,2023-12-02,375213.69,58321.53
7723,IT,North,2023-10-10,178327.87,213275.2
7724,Finance,Central,2024-10-08,237853.1,380305.59
7725,Operations,East,2022-11-13,156369.68,379791.19
7726,Operations,West,2023-06-13,280545.2,444824.72
7727,Operations,Central,2024-07-06,228153.35,245249.64
7728,IT,Central,2021-12-03,341649.26,18894.86
7729,Sales,West,2022-12-17,497205.37,406394.13
7730,IT,Central,2024-11-19,590162.77,431076.98
7731,IT,Central,2023-04-29,184558.99,418786.36
7732,HR,West,2022-11-06,104112.09,351465.66
7733,HR,East,2021-04-15,264595.32,109547.26
7734,IT,West,2022-12-04,124672.62,78072.66
7735,Finance,North,2024-02-22,508003.31,320782.75
7736,HR,North,2024-01-28,323124.31,78662.74
7737,IT,North,2021-01-06,389079.12,429832.37
7738,Sales,North,2023-03-11,128589.97,210597.6
7739,Finance,South,2024-07-14,461032.89,31312.11
7740,Operations,East,2023-12-03,585337.91,83056.44
7741,IT,South,2022-10-15,312723.81,143487.87
7742,IT,Central,2024-07-16,579163.8,322022.03
7743,Finance,Central,2022-07-05,64267.43,336510.28
7744,HR,West,2023-07-31,64826.11,110026.89
7745,HR,North,2022-11-05,577807.17,298175.99
7746,HR,West,2024-05-03,433647.41,31749.42
7747,Operations,Central,2023-07-17,149722.8,62432.46
7748,Finance,North,2021-11-20,246950.51,249124.61
7749,Finance,East,2022-09-08,326802.95,322051.81
7750,HR,Central,2023-01-27,434963.94,413006.66
7751,HR,West,2023-12-25,512324.74,207109.07
7752,Sales,West,2021-07-20,90874.3,69819.72
7753,Sales,Central,2021-08-30,409398.64,419317.9
7754,IT,South,2023-10-28,309574.83,206973.08
7755,IT,East,2024-05-27,376680.36,232908.38
7756,Finance,Central,2021-01-03,327235.04,387113.55
7757,Finance,Central,2023-05-04,295134.64,271056.83
7758,Operations,West,2023-08-26,159059.6,148226.51
7759,Operations,North,2023-08-23,307146.43,251617.15
7760,Sales,North,2021-11-01,150258.6,287939.99
7761,IT,North,2021-11-10,69759.38,402393.55
7762,Sales,West,2022-04-23,252472.59,119448.49
7763,Sales,North,2023-03-07,58850.44,259651.74
7764,IT,Central,2023-06-02,357212.45,415655.58
7765,Operations,South,2024-12-05,85177.81,37644.25
7766,IT,South,2022-05-13,287842.27,102053.3
7767,HR,South,2024-10-12,588979.27,167608.04
7768,HR,North,2021-03-12,50484.24,311098.35
7769,HR,South,2023-11-03,248604.29,381678.02
7770,Finance,North,2022-02-10,418660.89,104041.81
7771,Operations,Central,2023-11-12,133198.88,124576.33
7772,Operations,Central,2023-06-14,356207.17,373659.31
7773,Finance,West,2024-08-25,188295.65,82084.39
7774,Sales,West,2024-08-11,168636.62,130828.44
7775,HR,East,2021-01-31,541715.87,334523.63
7776,HR,Central,2023-12-22,157820.67,89780.6
7777,Sales,North,2024-05-29,253986.2,375710.48
7778,IT,East,2024-10-14,139126.62,229903.17
7779,IT,Central,2024-11-07,202557.7,211351.14
7780,Operations,North,2024-09-22,207674.21,76430.25
7781,Finance,Central,2021-06-11,226359.03,311612.38
7782,Operations,Central,2022-07-18,400792.15,399888.45
7783,IT,North,2021-06-07,457138.97,316990.61
7784,Sales,Central,2021-01-13,328421.69,154894.15
7785,Operations,Central,2024-04-24,383814.17,319881.02
7786,HR,Central,2023-01-04,496364.15,238295.14
7787,HR,West,2023-01-23,599756.17,386811.55
7788,Sales,South,2021-11-05,298360.82,216567.55
7789,IT,Central,2021-05-28,564721.15,120514.75
7790,HR,North,2023-10-18,317155.4,61742.69
7791,HR,Central,2023-12-15,479009.86,139420.84
7792,Finance,West,2023-07-16,363138.79,261449.23
7793,Operations,West,2022-07-25,535641.77,91458.37
7794,IT,Central,2022-10-30,294030.28,35176.81
7795,Operations,East,2022-11-23,431177.33,211900.2
7796,IT,South,2022-05-25,303804.95,168090.68
7797,HR,North,2022-08-09,520650.21,199608.75
7798,Finance,North,2023-07-26,596874.62,214185.63
7799,Operations,North,2021-02-14,180039.82,348942.44
7800,HR,North,2021-03-27,308258.12,433120.4
7801,IT,West,2024-08-08,90097.46,131306.88
7802,Operations,South,2021-09-21,123252.47,425116.32
7803,Operations,Central,2024-07-15,560678.35,116658.27
7804,HR,Central,2023-10-05,346705.65,344136.29
7805,Operations,East,2024-06-02,264289.39,312341.49
7806,Finance,Central,2021-08-04,417672.8,40560.0
7807,Finance,South,2021-08-19,355889.52,331166.22
7808,HR,Central,2022-10-16,205238.34,407285.0
7809,IT,West,2024-04-15,170771.05,419856.03
7810,HR,Central,2022-12-03,372583.06,314003.55
7811,Finance,North,2022-12-08,149487.36,357806.03
7812,Sales,North,2022-05-28,122240.52,48906.08
7813,Sales,North,2024-02-02,221705.1,87661.14
7814,Operations,North,2024-01-30,523044.29,131391.21
7815,Operations,West,2021-11-01,65434.79,247538.18
7816,Sales,West,2021-12-17,507462.77,184857.73
7817,Finance,West,2023-03-14,389640.48,301882.34
7818,Operations,Central,2022-03-27,67406.88,210537.56
7819,HR,North,2024-07-16,379131.6,352809.61
7820,HR,East,2024-10-27,281440.77,326270.05
7821,Finance,East,2023-07-22,511825.82,340825.56
7822,Operations,North,2023-11-28,548495.28,376062.68
7823,HR,South,2023-06-21,204003.7,378384.08
7824,Operations,Central,2023-02-01,480214.36,354766.63
7825,Operations,East,2023-01-03,216940.57,46480.28
7826,HR,West,2021-03-04,209077.68,287223.85
7827,Sales,South,2022-05-20,151914.28,26549.03
7828,HR,West,2023-08-03,421561.41,339303.91
7829,Finance,South,2021-09-22,190235.44,44376.94
7830,IT,South,2022-06-19,302996.38,442748.88
7831,HR,Central,2024-01-08,495731.09,283281.79
7832,Operations,West,2024-04-23,484511.63,96623.18
7833,Operations,West,2023-08-04,519770.65,220296.75
7834,HR,East,2022-05-10,134390.8,375124.45
7835,IT,North,2024-10-25,370725.48,95759.12
7836,HR,North,2023-06-22,552736.11,249887.0
7837,IT,East,2023-02-03,68337.8,19546.89
7838,IT,South,2023-05-05,485962.36,358600.14
7839,Finance,East,2021-11-27,181661.65,102070.48
7840,Operations,East,2024-06-15,416657.75,185260.98
7841,Operations,West,2023-06-23,443159.8,247065.28
7842,IT,East,2021-10-19,558699.76,80580.19
7843,Operations,South,2022-03-02,327383.68,418321.81
7844,Sales,North,2021-10-22,515768.26,220524.25
7845,IT,Central,2023-04-13,70151.5,118130.5
7846,Operations,East,2022-05-15,278401.24,335581.68
7847,Sales,East,2023-04-25,288933.01,404300.2
7848,Finance,West,2022-10-15,343744.55,412273.84
7849,Operations,West,2023-11-27,312143.96,204249.86
7850,Sales,East,2022-09-26,582218.64,173287.27
7851,HR,East,2024-11-21,88589.46,419439.2
7852,HR,South,2023-01-20,192084.25,40826.09
7853,Sales,North,2022-01-31,582588.97,342233.33
7854,IT,North,2023-11-12,292142.91,94683.81
7855,IT,Central,2024-09-25,361992.39,219096.56
7856,Operations,North,2022-05-10,89969.18,429995.05
7857,HR,Central,2024-11-27,202648.24,269055.99
7858,IT,West,2024-05-11,67006.69,244126.4
7859,IT,Central,2023-07-15,121315.19,44697.93
7860,HR,Central,2023-08-08,396489.72,137811.12
7861,Finance,North,2024-10-01,468810.47,19318.08
7862,IT,East,2023-11-05,527897.11,396002.48
7863,Sales,West,2023-11-20,184562.73,296577.22
7864,Operations,South,2023-11-19,229739.43,68987.95
7865,IT,Central,2021-06-09,361016.1,175020.2
7866,IT,Central,2022-11-01,91445.65,368531.43
7867,Finance,Central,2022-09-12,492728.63,78610.98
7868,Sales,East,2022-09-19,313227.09,117474.61
7869,Operations,South,2021-09-29,580856.69,251887.62
7870,IT,North,2022-02-24,110110.39,80616.95
7871,Operations,West,2023-04-30,118976.16,183329.14
7872,HR,East,2022-05-04,238460.39,442279.18
7873,IT,South,2021-06-25,159753.02,252943.77
7874,IT,West,2024-06-08,431607.53,321060.0
7875,HR,North,2023-03-07,570479.8,304537.41
7876,Finance,West,2024-09-03,94897.0,109461.32
7877,IT,Central,2023-02-01,179441.16,383520.98
7878,Operations,Central,2022-04-12,177033.47,70725.67
7879,Sales,East,2022-03-16,327535.55,416129.1
7880,Operations,West,2023-12-16,295874.12,111343.05
7881,Finance,Central,2024-09-16,448410.74,430449.53
7882,Sales,East,2021-09-30,451610.33,362720.22
7883,Operations,East,2022-12-03,362878.73,91864.76
7884,Operations,East,2023-11-11,373017.35,87293.96
7885,HR,North,2021-06-14,512485.6,54516.72
7886,Finance,Central,2023-06-02,265299.72,124857.53
7887,HR,Central,2024-12-12,51850.34,302734.12
7888,Sales,South,2023-09-19,163231.81,242770.66
7889,HR,North,2023-08-14,64625.97,282967.54
7890,Finance,Central,2024-07-14,263390.4,31452.74
7891,IT,Central,2024-09-23,243598.77,52547.64
7892,IT,South,2023-06-04,99739.61,316932.79
7893,Sales,West,2021-07-07,464039.2,384296.4
7894,IT,West,2021-07-27,351948.71,173270.21
7895,HR,North,2021-03-15,170264.45,89920.4
7896,Sales,East,2022-11-05,466314.97,151209.58
7897,Finance,South,2022-11-04,415701.81,195996.94
7898,Sales,South,2024-11-18,151335.3,290218.72
7899,Sales,Central,2022-05-05,590503.02,194892.52
7900,Operations,Central,2022-07-26,143471.47,405521.77
7901,Operations,South,2023-11-16,473293.65,191323.75
7902,Sales,East,2023-05-24,582399.0,96353.36
7903,IT,West,2022-05-30,447653.71,125284.87
7904,Operations,North,2024-07-04,414506.27,218951.83
7905,Finance,West,2021-10-07,546343.4,356023.88
7906,HR,North,2023-03-29,194368.37,393583.77
7907,Operations,East,2023-07-28,198821.44,98045.59
7908,Sales,South,2023-01-30,400844.02,19499.86
7909,IT,East,2022-07-10,534586.47,393584.61
7910,HR,South,2023-11-23,387642.65,116580.87
7911,Operations,Central,2024-08-10,587262.06,372958.3
7912,IT,North,2024-08-24,168710.78,255923.1
7913,IT,Central,2021-10-18,503363.18,192577.91
7914,IT,South,2023-02-24,559631.32,81399.06
7915,Sales,North,2023-04-06,281986.33,308320.02
7916,Finance,North,2024-08-20,578900.3,371443.98
7917,IT,Central,2023-12-03,157191.93,217192.66
7918,HR,North,2023-08-29,573822.83,210825.51
7919,Operations,South,2023-01-12,546058.47,344280.57
7920,HR,South,2021-03-24,81710.96,234051.24
7921,Sales,Central,2024-05-12,334339.04,357384.64
7922,Sales,East,2022-10-04,338505.67,41378.29
7923,HR,South,2024-03-07,76620.25,388496.43
7924,Finance,South,2021-03-24,66939.79,131214.52
7925,Sales,North,2022-10-10,47828.71,91092.08
7926,Sales,North,2022-09-11,336102.41,31950.8
7927,HR,South,2021-05-31,302417.66,378319.58
7928,Sales,Central,2023-08-02,566955.41,43969.81
7929,Finance,East,2023-05-10,234980.01,430313.94
7930,Finance,North,2021-11-15,410316.2,262011.75
7931,Finance,North,2024-06-24,49197.7,319831.14
7932,Operations,East,2023-11-27,413263.84,331334.1
7933,Finance,North,2024-07-15,551970.31,144439.7
7934,Finance,Central,2021-04-25,241896.22,366390.01
7935,Operations,North,2024-01-10,219301.69,426775.97
7936,IT,North,2022-12-06,392446.58,177775.68
7937,Sales,South,2022-12-27,227346.4,378870.94
7938,Finance,Central,2024-09-21,268342.2,351521.2
7939,Sales,Central,2024-01-13,196579.68,272705.42
7940,HR,South,2023-06-06,236413.51,176810.1
7941,Sales,West,2023-02-17,422072.89,197360.05
7942,Operations,East,2023-03-21,556918.23,150886.88
7943,Sales,Central,2021-06-03,368629.09,202148.85
7944,Sales,West,2021-09-10,50568.56,445518.83
7945,Sales,East,2022-05-17,191460.37,174995.18
7946,IT,Central,2022-03-24,573492.38,305500.21
7947,IT,North,2024-07-20,550228.58,156069.98
7948,HR,Central,2023-07-19,109184.22,219591.82
7949,Operations,East,2023-04-05,549171.47,54190.37
7950,Sales,West,2023-05-04,580313.61,347717.19
7951,Sales,North,2022-05-22,225137.4,303562.56
7952,Sales,East,2021-05-12,434058.78,168113.52
7953,Sales,East,2024-09-10,355790.24,244732.9
7954,IT,Central,2021-12-17,232062.56,394799.83
7955,HR,South,2024-01-12,130101.36,37194.93
7956,Finance,South,2023-03-29,248640.72,419853.53
7957,Operations,North,2021-05-06,559927.1,221385.43
7958,Sales,East,2024-05-22,495242.85,389371.14
7959,HR,West,2023-04-15,228524.36,390160.62
7960,Finance,North,2023-06-15,348959.82,43363.7
7961,HR,North,2023-08-13,270308.73,355648.86
7962,IT,Central,2022-04-07,303762.01,334598.71
7963,Finance,West,2022-09-17,467471.93,36659.61
7964,HR,East,2021-04-15,346368.44,424312.36
7965,IT,East,2024-10-26,145479.68,292124.84
7966,HR,East,2021-03-04,194314.77,90374.69
7967,HR,North,2023-08-21,360125.59,71177.99
7968,Finance,Central,2023-01-21,429514.86,260772.33
7969,IT,North,2021-01-26,327006.84,43416.4
7970,Sales,South,2021-01-01,389216.85,89024.99
7971,Operations,South,2021-04-04,483104.21,427731.35
7972,Finance,East,2023-06-02,347692.51,339728.05
7973,IT,Central,2022-03-28,587341.25,283027.3
7974,HR,East,2023-11-02,175740.6,108210.08
7975,IT,East,2021-10-25,555426.98,112398.83
7976,Operations,North,2024-12-14,182451.19,210598.27
7977,Operations,East,2024-04-05,340062.74,343751.44
7978,Sales,East,2021-09-11,298028.26,19697.59
7979,Sales,Central,2024-08-10,251950.21,37126.92
7980,Operations,Central,2024-03-13,579317.74,393888.22
7981,Finance,Central,2021-07-28,196127.37,369676.37
7982,Finance,East,2024-06-03,419552.35,318102.26
7983,HR,Central,2023-06-26,491258.06,233797.83
7984,Sales,Central,2021-10-11,154338.8,80694.77
7985,HR,West,2024-02-09,585099.87,62164.74
7986,Sales,West,2021-12-16,348385.46,409122.57
7987,Operations,South,2024-09-18,552542.32,183249.43
7988,Finance,North,2024-01-09,413453.99,318552.17
7989,Finance,North,2024-11-10,405431.9,215077.57
7990,Operations,Central,2024-11-28,236800.28,333761.29
7991,HR,South,2024-09-13,472677.53,101509.44
7992,HR,South,2024-08-10,61531.41,227333.34
7993,IT,West,2021-07-03,353480.37,180806.26
7994,Sales,South,2021-07-31,62837.18,123863.2
7995,HR,East,2024-06-28,215313.89,276211.21
7996,Operations,Central,2021-06-16,98444.16,249972.46
7997,HR,East,2024-03-31,550933.02,232138.61
7998,Finance,North,2024-07-20,393684.5,273356.38
7999,Sales,West,2023-05-25,416023.39,79573.29
8000,IT,East,2024-12-13,517376.28,178076.88
8001,Sales,Central,2022-02-11,451833.02,158259.29
8002,Finance,East,2024-11-16,113928.54,350283.78
8003,Finance,East,2022-03-14,387733.77,33432.8
8004,Finance,South,2024-01-16,587884.76,139794.23
8005,Finance,West,2022-02-09,163834.32,414703.14
8006,Operations,North,2021-10-02,388941.23,147751.48
8007,IT,Central,2024-12-09,357805.94,83620.57
8008,Finance,Central,2022-07-16,262363.56,345173.21
8009,Finance,North,2024-09-12,574822.64,38668.69
8010,HR,Central,2021-04-22,242802.21,202170.18
8011,IT,South,2023-03-03,96992.65,387514.55
8012,Sales,East,2021-10-29,579211.36,430168.96
8013,IT,South,2021-05-16,449717.21,125576.54
8014,IT,South,2021-11-29,235059.68,145959.36
8015,IT,South,2023-10-24,200683.95,263052.48
8016,Finance,North,2024-03-31,560054.8,115870.27
8017,Finance,West,2021-03-18,196820.24,83121.44
8018,Operations,North,2021-07-04,343122.51,202024.01
8019,Sales,North,2022-07-24,164300.06,49211.17
8020,HR,South,2024-04-01,597344.11,404303.03
8021,IT,West,2023-11-11,472077.27,162372.94
8022,Sales,North,2023-08-11,360037.39,163274.74
8023,Sales,West,2024-08-14,458933.68,359873.18
8024,Operations,South,2021-10-26,553584.22,165548.89
8025,HR,North,2024-07-29,579533.93,346711.76
8026,IT,West,2022-04-17,481240.48,96296.55
8027,HR,Central,2022-02-14,516231.61,246522.96
8028,Operations,North,2024-11-16,265775.63,349996.95
8029,Finance,North,2022-11-18,262461.76,212356.41
8030,Sales,North,2021-06-14,493604.64,49023.33
8031,IT,West,2024-01-11,466591.95,336341.82
8032,Finance,East,2022-10-20,545044.85,231432.41
8033,Operations,North,2021-06-13,118820.38,154691.77
8034,HR,Central,2021-04-14,428401.28,446887.76
8035,Sales,Central,2024-02-28,404444.77,396463.2
8036,IT,South,2022-08-19,488178.51,34339.34
8037,Finance,East,2021-04-30,58626.57,274458.54
8038,Finance,East,2021-09-16,503570.11,171173.69
8039,Sales,West,2024-02-02,226166.79,34159.04
8040,HR,South,2021-12-30,426352.78,22880.32
8041,Operations,West,2022-01-04,387190.56,270183.36
8042,HR,South,2023-08-16,289310.07,156296.44
8043,HR,East,2024-09-11,459045.28,321832.6
8044,HR,West,2024-04-23,578476.51,214310.0
8045,Sales,South,2022-01-29,224528.61,349126.95
8046,Sales,East,2024-09-29,460381.92,369244.18
8047,Operations,East,2022-06-14,219568.06,301925.26
8048,HR,North,2024-12-11,514337.49,198564.17
8049,Sales,West,2024-06-08,287686.61,445022.17
8050,Operations,North,2021-05-15,294342.48,150488.08
8051,Operations,East,2021-02-14,473393.72,240298.27
8052,HR,West,2022-09-16,320374.18,242814.57
8053,IT,West,2023-07-14,192987.76,203042.38
8054,HR,Central,2022-08-18,597523.0,70451.42
8055,IT,South,2024-12-16,389225.09,170902.98
8056,Operations,Central,2023-02-05,403058.0,110961.97
8057,Sales,Central,2024-03-14,403852.96,406738.31
8058,Finance,East,2024-09-02,535264.28,301122.04
8059,Operations,South,2021-10-20,147048.96,142335.73
8060,Sales,Central,2022-06-20,77829.09,262396.49
8061,Operations,Central,2022-09-26,259618.78,386585.65
8062,HR,West,2022-04-11,358522.38,421675.7
8063,IT,East,2021-02-18,203568.84,50415.36
8064,Operations,Central,2022-10-23,427509.89,357944.47
8065,Sales,South,2022-04-04,86023.37,435445.1
8066,HR,North,2022-11-28,483843.76,219850.19
8067,Finance,North,2023-02-01,443537.74,448070.69
8068,HR,East,2022-03-01,163739.36,431457.69
8069,IT,North,2023-01-25,210642.1,301777.06
8070,HR,West,2023-05-27,492886.13,384168.12
8071,Finance,West,2022-10-23,474202.5,146115.27
8072,Sales,South,2021-03-09,496640.22,414344.3
8073,Operations,East,2022-05-24,223844.78,273696.1
8074,IT,East,2023-01-06,583112.01,238175.53
8075,Finance,North,2021-07-29,442012.72,379005.88
8076,IT,Central,2022-12-05,81186.44,402261.57
8077,HR,Central,2024-08-16,310142.84,320939.6
8078,IT,Central,2021-05-04,413823.61,28815.67
8079,Finance,South,2023-03-07,138600.86,275993.05
8080,Operations,East,2021-10-19,545481.75,372955.35
8081,Operations,North,2022-02-25,463530.33,253556.35
8082,IT,South,2023-03-23,90194.63,421858.93
8083,Sales,West,2021-02-19,551824.95,405641.11
8084,IT,West,2021-07-02,269425.17,246820.14
8085,HR,West,2021-09-04,296120.56,192454.9
8086,Operations,East,2024-01-17,479625.03,41793.03
8087,Operations,West,2022-10-12,402418.71,291282.23
8088,Operations,Central,2022-07-04,287828.43,132896.75
8089,Sales,West,2022-07-15,189091.68,306771.4
8090,Sales,South,2021-03-13,331877.13,363064.85
8091,Finance,West,2023-02-09,366444.76,194555.6
8092,IT,Central,2022-07-10,395167.45,24732.61
8093,IT,West,2024-08-07,380810.1,391789.48
8094,HR,North,2022-05-19,387603.44,255171.07
8095,Operations,Central,2022-09-20,309034.37,153989.9
8096,Sales,East,2022-10-23,356847.75,291799.89
8097,HR,West,2024-08-29,205194.19,309338.26
8098,HR,South,2024-08-04,132898.08,81705.62
8099,Sales,West,2022-05-23,381849.31,297245.46
8100,IT,South,2023-12-31,71084.27,141848.78
8101,Operations,North,2021-06-10,81189.86,365165.91
8102,IT,East,2021-05-07,182260.38,424732.57
8103,HR,Central,2024-08-20,152851.49,62352.3
8104,Operations,Central,2022-05-05,252632.79,414298.57
8105,Finance,East,2021-08-27,251065.29,408288.66
8106,HR,North,2021-06-25,109854.78,166136.09
8107,IT,North,2021-07-29,181809.17,30456.94
8108,IT,West,2021-12-25,47535.89,304513.37
8109,IT,North,2024-04-27,239784.91,166915.23
8110,Sales,West,2022-09-26,487021.52,100791.72
8111,HR,South,2023-11-23,192718.79,64899.84
8112,Operations,East,2022-05-16,402058.22,102683.39
8113,IT,South,2021-11-08,99531.62,120585.67
8114,IT,South,2024-03-20,51817.99,361796.62
8115,Sales,South,2021-04-21,321610.07,356610.0
8116,Operations,South,2024-03-01,301123.66,231586.94
8117,HR,Central,2022-06-04,151293.16,257036.53
8118,Finance,North,2024-08-21,204054.65,414496.73
8119,Sales,East,2023-11-19,62022.63,410273.36
8120,HR,East,2023-04-30,487778.93,375987.08
8121,Finance,South,2023-07-22,212211.9,179686.28
8122,IT,East,2024-10-06,166798.31,176350.64
8123,IT,West,2022-02-12,491585.02,401565.31
8124,Operations,East,2022-09-16,66796.9,418253.86
8125,Finance,South,2024-02-03,202911.83,362932.41
8126,IT,East,2022-12-20,190827.62,345082.76
8127,IT,North,2022-07-06,190949.8,259126.85
8128,Operations,South,2023-02-19,51380.15,164160.68
8129,HR,Central,2021-11-16,563742.8,121953.27
8130,IT,North,2023-12-06,524600.59,78626.15
8131,Sales,East,2024-06-18,275043.65,332583.17
8132,Sales,Central,2024-07-17,292216.39,353654.85
8133,HR,North,2022-10-29,335905.61,172934.72
8134,Finance,West,2022-09-20,310465.31,20609.79
8135,Operations,North,2023-11-27,477419.2,423473.59
8136,Sales,Central,2024-05-13,316073.06,206822.59
8137,Sales,West,2024-02-08,149797.69,439023.33
8138,HR,East,2024-09-03,109919.4,310619.33
8139,Finance,South,2021-03-17,554640.65,71573.83
8140,Finance,East,2022-09-02,71852.38,159243.35
8141,HR,South,2022-04-24,543146.1,301845.69
8142,Sales,South,2024-11-13,428215.95,298477.21
